bike_id,is_reserved,current_fuel_percent,geometry,timestamp
4a5df4d4-4518-40dc-a9c0-cbb689ad61ae,False,0.0,POINT (-61675.89595706847 5601761.165258177),2024-05-20_18-09-47
b55a55f2-5ae2-4135-89ad-105ed473bf37,False,0.0,POINT (-61668.771509657694 5601767.2915910855),2024-05-20_18-09-47
05bc0773-77bf-4db7-a196-38f515fd3d60,False,0.86021507,POINT (-65893.01222679004 5597662.79353197),2024-05-20_18-09-47
d5b38a5e-ca0e-4fe1-bac6-9a53baeac53d,False,0.8064516,POINT (-63771.59669074263 5592255.584050796),2024-05-20_18-09-47
c18981e3-761b-4de1-a5f5-129f45aa67d8,False,0.8064516,POINT (-61961.98704840718 5594368.920959136),2024-05-20_18-09-47
2a99fcdf-e240-427c-8ffb-4c1098368f51,False,0.67741936,POINT (-65326.72997712466 5595023.926468781),2024-05-20_18-09-47
e93c1150-78bb-4cb5-b4d3-c8ec2073c990,False,0.827957,POINT (-60500.25081480071 5602404.452884077),2024-05-20_18-09-47
fc40552e-e093-4307-bbc2-6af002ee3c91,False,0.38709676,POINT (-61943.5080129355 5594368.293130929),2024-05-20_18-09-47
75b49fcb-a6f2-4f72-9ef3-4096d9dced7f,False,0.3548387,POINT (-67740.6931349768 5598385.558873284),2024-05-20_18-09-47
ad759571-71bf-415e-97cb-ed2ee9a6154c,False,0.48387095,POINT (-59975.602054692 5598381.162124782),2024-05-20_18-09-47
7b819163-7bb9-4e41-ab24-01a3ea13449f,False,0.40860215,POINT (-67661.87893549517 5596514.621413345),2024-05-20_18-09-47
592b0791-adf9-43f5-88ff-fe2b0e573928,False,0.516129,POINT (-62604.411829775156 5593425.5012767045),2024-05-20_18-09-47
d7357ed8-c257-4e75-baa3-8392eff5b567,False,0.516129,POINT (-62445.781555394744 5596673.97202175),2024-05-20_18-09-47
a3713098-9b17-493b-b294-1bd56f200beb,False,0.39784947,POINT (-65310.47733146884 5597055.953925348),2024-05-20_18-09-47
334db9f8-dc4f-4436-9e30-4192ac457a83,False,0.58064514,POINT (-65166.652549363935 5596373.798631078),2024-05-20_18-09-47
174c341a-539d-4e47-85ea-8f69b8b5cd2b,False,0.4516129,POINT (-65157.07907315571 5596367.361967673),2024-05-20_18-09-47
5a718fc8-d709-4a67-917b-d8b8ef3e6a48,False,0.56989247,POINT (-65099.86085488797 5594842.943689439),2024-05-20_18-09-47
484ee550-ce0f-45a9-9ee1-7ee385e14c10,False,0.38709676,POINT (-62022.9901293619 5594066.3128137225),2024-05-20_18-09-47
35dfeaa4-c6f5-4e9e-bc7f-f3ec2c8b5b3e,False,0.78494626,POINT (-68633.58677062966 5599613.748645847),2024-05-20_18-09-47
6cfdfd24-c5d1-47d6-af13-f2b783773d87,False,0.8172043,POINT (-62933.69488354166 5592228.593781771),2024-05-20_18-09-47
fabd22c8-87be-4ce4-8b88-29293103f31a,False,0.94623655,POINT (-63136.18503729463 5594523.211061871),2024-05-20_18-09-47
9c582e1b-1c85-4c4b-a87b-7c481151e5ea,False,0.86021507,POINT (-63662.50358976522 5594997.2418765295),2024-05-20_18-09-47
c3eac6c8-074b-4dbf-b82a-f194acf87b05,False,0.8817204,POINT (-65283.538014696875 5596299.698783175),2024-05-20_18-09-47
95a997ce-9281-46ac-b883-de185d5b8294,False,0.9354839,POINT (-65372.92756580387 5596303.466557405),2024-05-20_18-09-47
8921e090-1767-4985-80bc-d1f809e9c575,False,0.6344086,POINT (-65188.47116955941 5597999.59530809),2024-05-20_18-09-47
6a4ec06b-5d68-4a81-82b3-86ca486a4c4a,False,0.8817204,POINT (-63520.34860002222 5598502.073487486),2024-05-20_18-09-47
c55a3165-452a-433f-ab0c-a6090ff7b455,False,0.9032258,POINT (-67829.41476913904 5597014.505047037),2024-05-20_18-09-47
9b4b886f-ff87-4c2f-bfef-1cca2502cab3,False,0.827957,POINT (-65928.74578333469 5595313.53784157),2024-05-20_18-09-47
366746bc-378b-49f0-994a-58864b0a7750,False,0.0,POINT (-61727.325561814956 5601863.7426102515),2024-05-20_18-09-47
40d7e855-f972-4051-b3a6-dabe8ecfa80a,False,0.50537634,POINT (-67832.19775640887 5597029.734347676),2024-05-20_18-09-47
912fe435-2e7c-452c-802d-a2e543347ff3,False,0.94623655,POINT (-61558.119935809176 5600605.247658384),2024-05-20_18-09-47
f14d0e18-d4c3-4e82-a394-22abf9ebd391,False,0.8924731,POINT (-61323.79240768933 5601081.011037475),2024-05-20_18-09-47
8982d513-8fb9-4ae8-b2e3-0f86187aafec,False,0.47311828,POINT (-65770.78342589903 5598644.656756066),2024-05-20_18-09-47
889b6811-3bb6-45e4-a34b-f1433b21d315,False,0.49462366,POINT (-61329.91497968296 5601062.790519642),2024-05-20_18-09-47
2c168f0d-1373-43dd-beb5-20844d7d82c1,False,0.83870965,POINT (-62030.114576772656 5594179.475774633),2024-05-20_18-09-47
93231170-bb66-4d73-83ac-c1369f5d6b15,False,0.827957,POINT (-63935.458981190335 5601696.917555447),2024-05-20_18-09-47
2207123d-a597-45cc-8576-037fc33b8638,False,0.83870965,POINT (-68634.477326556 5599611.864068851),2024-05-20_18-09-47
588ef3b7-0729-4384-baec-fe1f8c60b316,False,0.7096774,POINT (-61259.22710302924 5596808.519499667),2024-05-20_18-09-47
8ab465a5-714c-4683-8ef7-6e9df4b5a19f,False,0.78494626,POINT (-66977.15274762575 5594262.81861069),2024-05-20_18-09-47
7a38c22a-9cc6-4231-a5a9-61cb07f8be65,False,0.94623655,POINT (-61559.121811226316 5600869.121250523),2024-05-20_18-09-47
d44a68e7-6c6e-4a58-bcf0-d4af902a8cfd,False,0.9247312,POINT (-64768.01745283323 5593862.591661094),2024-05-20_18-09-47
bdab7a68-59b2-4fe7-b278-ea64ec3b42a2,False,0.5268817,POINT (-62022.099573435546 5594197.682430343),2024-05-20_18-09-47
0be4a0a7-ff38-4129-ba0e-2f6a51e91d92,False,0.6989247,POINT (-63998.57713247011 5597130.059969053),2024-05-20_18-09-47
33d9b873-74d4-4007-a78c-71b6423fd7b5,False,0.5591398,POINT (-61209.689929626235 5596870.3774715),2024-05-20_18-09-47
7d71084b-1243-4f91-88b8-f995bcb3ede4,False,0.79569894,POINT (-62437.98919103922 5596688.101767849),2024-05-20_18-09-47
691ef205-c965-40ed-a911-766983c2dbb9,False,0.8924731,POINT (-66305.7848986515 5598042.932950925),2024-05-20_18-09-47
a9d743ce-6d98-4e05-923c-aaf1186d5992,False,0.43010753,POINT (-61327.02067292234 5594455.404710951),2024-05-20_18-09-47
bf592920-8937-40a4-92f9-75c9b8c0c13e,False,0.94623655,POINT (-67540.20673205811 5599216.89680746),2024-05-20_18-09-47
a5092c0d-8915-4700-b6dd-940ea7dbcf77,False,0.8817204,POINT (-63147.65094484633 5598821.475694126),2024-05-20_18-09-47
797bcb82-4f5b-4129-8e91-7b41190a493d,False,0.6451613,POINT (-65865.29367358252 5594868.842997885),2024-05-20_18-09-47
9f8d60d7-a27e-4155-9a5a-86c8deac6c29,False,0.4623656,POINT (-62022.878809871094 5594061.918164179),2024-05-20_18-09-47
a359f7c1-0e71-4be1-874d-9673724e27a2,False,0.8172043,POINT (-64779.37204089413 5594862.564370847),2024-05-20_18-09-47
3fd33f73-f242-48e5-8153-d3cba1a3820d,False,0.72043014,POINT (-62357.50519919568 5594680.486082191),2024-05-20_18-09-47
e92046ec-c70b-416f-8cf1-eea1735eafd7,False,0.8817204,POINT (-67797.0207973182 5595812.256227652),2024-05-20_18-09-47
c1716571-fcb7-4e6b-9815-c063befff6b3,False,0.67741936,POINT (-63738.423482486236 5597796.7276545195),2024-05-20_18-09-47
285ef64a-83f5-4d0d-a95b-f2e96663eaa7,False,0.60215056,POINT (-64809.650942389904 5597632.489838017),2024-05-20_18-09-47
a9acb346-85a7-45db-bdc5-88f84e2a96a9,False,0.4623656,POINT (-65860.72957445998 5594868.372100707),2024-05-20_18-09-47
c4c6ac97-ff23-40f4-a7a7-95942f842721,False,0.33333334,POINT (-63008.056303391575 5592225.926143274),2024-05-20_18-09-47
b2eab9a3-654d-4c52-a6a6-3b12befab6ab,False,0.75268817,POINT (-69932.57390869636 5596797.686548129),2024-05-20_18-09-47
73253410-c84a-458f-89de-d58bf6c9ce57,False,0.31182796,POINT (-62990.13386537385 5593538.499280539),2024-05-20_18-09-47
7d9109e7-6b78-404c-bf5d-3f4239c7390c,False,0.9354839,POINT (-61332.92060593438 5601075.513463571),2024-05-20_18-09-47
7b9f1652-01d5-494c-ab23-37f9986eff16,False,0.32258064,POINT (-67463.73024188314 5596809.932494301),2024-05-20_18-09-47
e430bd26-359e-43f2-9104-7a69d8a1378c,False,0.53763443,POINT (-65299.122743407934 5597054.697895942),2024-05-20_18-09-47
c9668d02-bf57-4fe0-9164-df75bed7232f,False,0.8924731,POINT (-62695.805131716435 5594532.942570602),2024-05-20_18-09-47
279e5d6b-9e4a-476d-b1c8-8093ea7c65e2,False,0.5913978,POINT (-62748.12529238927 5594151.851953176),2024-05-20_18-09-47
eaa58b8e-9401-43ca-adf6-e0d9d38ec5ba,False,0.68817204,POINT (-66941.5305105719 5597892.822291586),2024-05-20_18-09-47
a5d3d53f-fe03-4ffd-9f06-45305537ce07,False,0.33333334,POINT (-61207.018261847195 5596875.872489457),2024-05-20_18-09-47
7dc8e4e6-bcde-43b1-93ae-567d0c9edb73,False,0.29032257,POINT (-63250.287515357726 5601794.310339598),2024-05-20_18-09-47
6cb2066e-374e-4e46-9d64-afbd3da1fd0b,False,0.94623655,POINT (-61334.81303727787 5594458.073006821),2024-05-20_18-09-47
d76291e3-e73f-4692-9d5b-48db3fe688c5,False,0.83870965,POINT (-64591.353420944295 5595801.110505373),2024-05-20_18-09-47
6a5a9409-cd16-41dc-953f-26f95181fc6f,False,0.38709676,POINT (-64595.583561594445 5596399.38833821),2024-05-20_18-09-47
b991391b-6330-4f5b-923b-78aac586ca70,False,0.87096775,POINT (-62439.65898340111 5596662.511243906),2024-05-20_18-09-47
f5e3aca6-ee11-44f7-9b96-27e123bd761a,False,0.8494624,POINT (-63833.49032762369 5595051.395984198),2024-05-20_18-09-47
9e8f65d6-be98-49be-b047-858b2f8dd351,False,0.7741935,POINT (-65360.23714385345 5597825.775762298),2024-05-20_18-09-47
3d42a5a7-7feb-4a97-bfe5-f130f136c1a7,False,0.7419355,POINT (-62824.93574103664 5596955.629125969),2024-05-20_18-09-47
10fc55f5-5817-4515-9adf-358d05d0a73a,False,0.5268817,POINT (-61735.56320413365 5596437.8515311275),2024-05-20_18-09-47
4cee7e1f-f2f4-49b8-905c-78e42f183db6,False,0.7419355,POINT (-60574.27827617822 5602278.3052064665),2024-05-20_18-09-47
e5442e39-97d8-4791-a6ea-991ca6867d6d,False,0.86021507,POINT (-63550.2935430456 5598254.285446047),2024-05-20_18-09-47
efc77181-8742-4243-9ab7-46e4a878ebb9,False,0.8924731,POINT (-65127.579408095495 5599468.480320822),2024-05-20_18-09-47
d71fa0c5-1837-4aa6-ac1d-b02af9c482cb,False,0.4623656,POINT (-62979.44719425769 5592236.282861839),2024-05-20_18-09-47
55c9462c-fc28-47d3-bd7a-6cd3d8f5d220,False,0.60215056,POINT (-61951.745655254184 5600984.097153206),2024-05-20_18-09-47
7d23194a-8760-492f-b40a-62e150781c19,False,0.7419355,POINT (-63436.63634294566 5598767.770109348),2024-05-20_18-09-47
f4f7867b-b480-4541-b6bf-2cec0827bd4f,False,0.43010753,POINT (-63463.46434022685 5595083.260726576),2024-05-20_18-09-47
c7daa64f-61b8-4c49-95e9-9522aad81800,False,0.6236559,POINT (-61281.04572322472 5601208.241538933),2024-05-20_18-09-47
acb8292e-27f6-4852-893b-9ce5c2ab0c5c,False,0.43010753,POINT (-60100.16856488967 5594587.250859924),2024-05-20_18-09-47
3bcb9303-6623-4f29-901c-c40703dcd318,False,0.6989247,POINT (-60097.71953609222 5594583.954682783),2024-05-20_18-09-47
f6ad877f-0060-42c1-9f48-2f1970709c47,False,0.9139785,POINT (-65168.43366121662 5597705.344486061),2024-05-20_18-09-47
c6bcf85e-d573-4971-bdfd-170566d6238b,False,0.6451613,POINT (-61952.524891689754 5594362.642679031),2024-05-20_18-09-47
2d5abf17-1454-4f9f-aaf8-8baa262d5701,False,0.6236559,POINT (-61948.2947510396 5594362.485722084),2024-05-20_18-09-47
ec9f1991-a8b5-472a-a8ef-3a02d7603239,False,0.76344085,POINT (-62702.59562065482 5594009.96729027),2024-05-20_18-09-47
43062b5a-4740-46b3-9ef5-32636826ac59,False,0.2580645,POINT (-69158.34685022914 5597911.350459937),2024-05-20_18-09-47
6858d639-dc51-4529-89f1-5499b096c30b,False,0.34408602,POINT (-66242.44410839013 5593650.24313875),2024-05-20_18-09-47
6692cbcc-761f-4dc1-ad04-fff7cf95855f,False,0.26881722,POINT (-66237.54605079524 5593652.4403632805),2024-05-20_18-09-47
92f42954-2024-433a-8191-4aa71a3aa75e,False,0.76344085,POINT (-67068.43473007622 5595938.156748505),2024-05-20_18-09-47
2e4fe90d-af7a-4a29-ae4a-ebfccf99e632,False,0.4408602,POINT (-61941.392942610415 5594369.7057444565),2024-05-20_18-09-47
9c64ae2c-1b27-4026-b024-d936731c4493,False,0.30107528,POINT (-66243.11202533489 5593651.812584789),2024-05-20_18-09-47
0d5401cf-9d73-4399-bd19-6939900f2c9d,False,0.3548387,POINT (-62657.845185355916 5595602.844529324),2024-05-20_18-09-47
40c129e1-616b-44bf-8bc1-b608d0a11acf,False,0.9032258,POINT (-63447.76829202501 5594817.829279329),2024-05-20_18-09-47
4e2d09e8-6bdb-4b81-88d6-166fdb547e31,False,0.43010753,POINT (-63469.586912220475 5595071.958933181),2024-05-20_18-09-47
9ffe4670-ab8c-4bdf-b0a4-e6ee84c9f636,False,0.41935483,POINT (-69155.4525434685 5597919.358408854),2024-05-20_18-09-47
b7f8e2c9-a966-49aa-b93e-92f68b308183,False,0.4516129,POINT (-62668.754495453664 5593220.53905432),2024-05-20_18-09-47
161a5d98-5df0-48fb-9215-218f3cbca210,False,0.516129,POINT (-62451.90412738837 5594411.142506015),2024-05-20_18-09-47
1f129ac9-6507-4724-8bfe-47c4df913c07,False,0.8817204,POINT (-67430.00043617278 5597939.142783638),2024-05-20_18-09-47
a241eefe-d651-4938-bb58-00f0d7fc49a4,False,0.78494626,POINT (-65332.51859064591 5595026.908869275),2024-05-20_18-09-47
1ed3f1d2-5354-4d7d-a93b-f4eea5072ef6,False,0.76344085,POINT (-65750.07800061148 5599098.80259099),2024-05-20_18-09-47
584339cd-518f-4117-9a2e-7c7d9fd4d383,False,0.78494626,POINT (-63751.55918239984 5595979.914664843),2024-05-20_18-09-47
1d8aab7f-fb0b-4acb-98e5-80b1f059411c,False,0.56989247,POINT (-68637.14899433503 5599612.335213062),2024-05-20_18-09-47
b5852574-417f-46c9-9fd1-9a185f08e86a,False,0.8172043,POINT (-63443.76079035645 5598443.658964954),2024-05-20_18-09-47
09e0cfc9-3b6c-4977-b3fc-8f3b045358a9,False,0.34408602,POINT (-63877.127568014665 5598258.211059174),2024-05-20_18-09-47
0d65a559-ca77-4e74-9234-5a114d868547,False,0.7096774,POINT (-61676.11859605006 5593896.963398302),2024-05-20_18-09-47
10b02827-6273-44a6-9b30-967e4c1ae54b,False,0.60215056,POINT (-67146.35837363152 5594724.749604879),2024-05-20_18-09-47
53d8b5da-7b1a-4d02-8fca-088f8afb5f24,False,0.72043014,POINT (-64747.97994449043 5599393.412846934),2024-05-20_18-09-47
998ad309-9c7f-47db-84c6-6a73b7bbcfb0,False,0.67741936,POINT (-65234.000841293855 5594434.843163286),2024-05-20_18-09-47
63de6053-4911-49df-90d6-1833df49c526,False,0.7096774,POINT (-64659.1469908374 5596623.576107093),2024-05-20_18-09-47
29c5fb11-845c-4f7f-abd3-87059ec856c3,False,0.50537634,POINT (-65982.73573636942 5596515.720373444),2024-05-20_18-09-47
34e01379-11c1-444c-be06-d60e29f9d8b9,False,0.43010753,POINT (-62561.66514531054 5605092.460930035),2024-05-20_18-09-47
de065e13-6d56-422f-9ce6-7cdc9e3a4c8c,False,0.38709676,POINT (-64652.913099352976 5595822.9310167935),2024-05-20_18-09-47
00406342-41ed-481f-a951-2e96c090f998,False,0.3548387,POINT (-66945.87197071282 5597894.23545563),2024-05-20_18-09-47
22b288df-a1ec-43ca-9db1-aada99967d1a,False,0.30107528,POINT (-64389.19722566372 5596940.713953472),2024-05-20_18-09-47
3d6c750f-8f4e-457e-ad2f-f934812a9541,False,0.7096774,POINT (-64391.0896570072 5596943.539984267),2024-05-20_18-09-47
a1233eb9-bcfe-4e3f-81d4-36c25bd2eccd,False,0.75268817,POINT (-64036.09180086745 5594055.326193866),2024-05-20_18-09-47
9cb281e7-2c22-4c4c-ad08-5495eccf0962,False,0.53763443,POINT (-66091.04960091128 5597429.159388308),2024-05-20_18-09-47
b530bd92-54a0-49d9-9b2b-10616f837f8a,False,0.3655914,POINT (-64732.95181323333 5596771.467719126),2024-05-20_18-09-47
1073381d-69ea-49fc-b649-bf88b25166d4,False,0.4623656,POINT (-68341.5957462789 5594052.501065203),2024-05-20_18-09-47
882685b6-c8a5-47e8-97b2-372de8d9f3e3,False,0.40860215,POINT (-62846.197763778146 5594323.24657081),2024-05-20_18-09-47
91071f5b-f23c-4520-9d45-d136301096a6,False,0.61290324,POINT (-62196.87117398098 5594411.9272949975),2024-05-20_18-09-47
31bd1280-59bd-4f03-bc41-743a0f689825,False,0.8494624,POINT (-67648.40927710918 5596263.905006281),2024-05-20_18-09-47
6f0ea123-e321-4e69-9f39-ad5fd70aff41,False,0.9139785,POINT (-63745.21397142462 5597807.561802728),2024-05-20_18-09-47
4c8a1bdd-f096-42b8-853b-5cc00a699d53,False,0.87096775,POINT (-61958.536144192585 5594343.493951616),2024-05-20_18-09-47
6dec5296-2653-4606-aa13-a179f8130147,False,0.49462366,POINT (-65102.97780063018 5594844.984238322),2024-05-20_18-09-47
8ff8ef0a-6ab4-4ae2-ab3d-5e40808c4e44,False,0.2795699,POINT (-64573.764941398964 5594406.590731263),2024-05-20_18-09-47
6f0bbaa4-0457-4848-9ba1-6a82eab4620b,False,0.67741936,POINT (-61002.746996241534 5596368.14692638),2024-05-20_18-09-47
ed0f9ee6-28fc-4753-8bb7-323a9a12ed0e,False,0.827957,POINT (-66240.21771857426 5593661.072321955),2024-05-20_18-09-47
b7cea1d3-2871-4055-b969-be132c8c690c,False,0.516129,POINT (-65148.173513892245 5598006.818234141),2024-05-20_18-09-47
f196d50b-7fb6-40f9-b41d-e2ed4923ce96,False,0.67741936,POINT (-62460.58704767025 5597938.04365057),2024-05-20_18-09-47
c90c72ef-78bc-46f7-a92d-4b4a60d00709,False,0.6344086,POINT (-64197.72770149929 5599171.826093391),2024-05-20_18-09-47
e4b028df-2021-4271-9aa5-f34489bc2593,False,0.83870965,POINT (-65707.77659411004 5596459.830571943),2024-05-20_18-09-47
4fbcdba2-0497-4cb3-8235-ca926d775297,False,0.6344086,POINT (-65532.67103509222 5594405.962900443),2024-05-20_18-09-47
18057b0b-3ba2-4a9d-81ec-8c743c8dc2d1,False,0.87096775,POINT (-62178.837416472474 5597953.90258349),2024-05-20_18-09-47
02bd4265-f50b-463c-a090-5ac8a091b72b,False,0.9032258,POINT (-61940.1684282117 5594368.764002081),2024-05-20_18-09-47
4ff19120-33ef-4a6c-8529-63dfeed924da,False,0.7096774,POINT (-63310.288720895296 5602423.618687781),2024-05-20_18-09-47
